category	title	local_path	upstream_url	sha256
guide	Migration	guides/migration.md	https://platform.claude.com/docs/en/managed-agents/migration.md	0e5a32a54057ce8625cbd952e05719d820dae6f36f8ca9cf9976cf7317486245
guide	Multiagent orchestration	guides/multiagent-orchestration.md	https://platform.claude.com/docs/en/managed-agents/multiagent-orchestration.md	36462ac36170393fc53c8122de5f26eac7c0d9e7403702665e8f90be0982342d
guide	Overview	guides/overview.md	https://platform.claude.com/docs/en/managed-agents/overview.md	2645a28dba928848025d4cab21c98f46e8dbd7183f7d117d62d2e3a47585c487
guide	Permission policies	guides/permission-policies.md	https://platform.claude.com/docs/en/managed-agents/permission-policies.md	27e07fd725cc9393fd7131eb47b3a679e0bd7d4198d1808721d8453dbda81c3e
guide	Prototype in Console	guides/onboarding.md	https://platform.claude.com/docs/en/managed-agents/onboarding.md	e316390c19b564ef432ac52ca0e72137248b64474235e156413f89431ba434b9
guide	Quickstart	guides/quickstart.md	https://platform.claude.com/docs/en/managed-agents/quickstart.md	af0c71bee71f324c7e771181e9add024eef8e9c225c15422aa0790e986d7f165
guide	Scheduled deployments	guides/scheduled-deployments.md	https://platform.claude.com/docs/en/managed-agents/scheduled-deployments.md	e928508d7705adbb2926f1f3028654db149e9cbf3ac6fcbe1f260cbaea68e535
guide	Security model	guides/self-hosted-sandboxes-security.md	https://platform.claude.com/docs/en/managed-agents/self-hosted-sandboxes-security.md	cba1539d0c9dd06236fb78254c54a84dc9df720226a79243e2266d91825aa980
guide	Session event stream	guides/events-and-streaming.md	https://platform.claude.com/docs/en/managed-agents/events-and-streaming.md	547160147f25f5e71284d6a8e8db8dc17fb6ea6185d3b51a4aaf88d71b21bac6
guide	Session operations	guides/session-operations.md	https://platform.claude.com/docs/en/managed-agents/session-operations.md	915f18d4d56c6f718ca384e4baec14a9a7fc64a82368949d06ccc58b80a7e7b5
guide	Start a session	guides/sessions.md	https://platform.claude.com/docs/en/managed-agents/sessions.md	d9baf665e0aad21f4719b8fd814eeb55726941844038f049d1e43de8ced795ea
guide	Subscribe to webhooks	guides/webhooks.md	https://platform.claude.com/docs/en/managed-agents/webhooks.md	33ea5bef3f76c95c4a50f6032a279ff2891d9d59d2ac0411e68cf358baabfe24
guide	Tools	guides/tools.md	https://platform.claude.com/docs/en/managed-agents/tools.md	ba9f098cfc5978a2363e43fab07784ca7158e37f22709285048d7f90d52d75f7
api-reference	Acknowledge Work (Beta)	api-reference/environments/work/ack.md	https://platform.claude.com/docs/en/api/beta/environments/work/ack.md	c2073b18c225669ef22c211fa32595279e9a6ec14e2daae5d9ebdd923aab0a09
api-reference	Add Session Resource (Beta)	api-reference/sessions/resources/add.md	https://platform.claude.com/docs/en/api/beta/sessions/resources/add.md	99ec1cdeade7528790b755ca7897778bf4a268fa1a42da5de89ae0707d310552
api-reference	Agents (Beta)	api-reference/agents.md	https://platform.claude.com/docs/en/api/beta/agents.md	1e55275047fc0d9b5f7dbec637cb81f0f265854dee08b8a65e94b07c860aea44
api-reference	Archive Agent (Beta)	api-reference/agents/archive.md	https://platform.claude.com/docs/en/api/beta/agents/archive.md	55c2af10795917eaf24169b3b7ae39a1aab2d6b31dc4668720097838bab2ff88
api-reference	Archive Credential (Beta)	api-reference/vaults/credentials/archive.md	https://platform.claude.com/docs/en/api/beta/vaults/credentials/archive.md	f9c9bf35be7d0f66480bf0b16cd9a44bfe5d7bd4f59f3fb905c975381dd3c993
api-reference	Archive Deployment (Beta)	api-reference/deployments/archive.md	https://platform.claude.com/docs/en/api/beta/deployments/archive.md	4f60db9cd455f2fae33a031318f0f068dd3afd36452f56486bbc911664187c9e
api-reference	Archive Environment (Beta)	api-reference/environments/archive.md	https://platform.claude.com/docs/en/api/beta/environments/archive.md	ed720680eb913d1789db621a864c528fb1002d64f4aa90af47dd1e88e6487f8f
api-reference	Archive Session (Beta)	api-reference/sessions/archive.md	https://platform.claude.com/docs/en/api/beta/sessions/archive.md	48ec31d8a9db04d56fb269f98f8913336b1c35abe15de333b2c607fb23e970a2
api-reference	Archive Session Thread (Beta)	api-reference/sessions/threads/archive.md	https://platform.claude.com/docs/en/api/beta/sessions/threads/archive.md	457f634e2b5e9c8a037ea8473cbf9373df57538513e671f2be490d04ffb0e2b0
api-reference	Archive Tunnel (Beta)	api-reference/tunnels/archive.md	https://platform.claude.com/docs/en/api/beta/tunnels/archive.md	3def78b692e0d6a1b19fe22d8fa525d9f1aafee9408cced4a0c73e56aae2fea2
api-reference	Archive Tunnel Certificate (Beta)	api-reference/tunnels/certificates/archive.md	https://platform.claude.com/docs/en/api/beta/tunnels/certificates/archive.md	5abb15f354074c91e83a4d30d2a10d4d717ea09e981dbfcfae4510f4ac424430
api-reference	Archive Vault (Beta)	api-reference/vaults/archive.md	https://platform.claude.com/docs/en/api/beta/vaults/archive.md	87e1bb30e6fb5a18a3a0b3b6d75044b93a17c69da70851f3a7dcff59543aedb8
api-reference	Archive a Dream (Beta)	api-reference/dreams/archive.md	https://platform.claude.com/docs/en/api/beta/dreams/archive.md	c03e8e5367a2f255f0acccf813523d394428df1018ca54abf5e4961b6aba2afa
api-reference	Archive a memory store (Beta)	api-reference/memory_stores/archive.md	https://platform.claude.com/docs/en/api/beta/memory_stores/archive.md	f652f5d7ad56b8883670aa924e1d95a43b46619b2770494450cbce8f396a8fdd
api-reference	Cancel a Dream (Beta)	api-reference/dreams/cancel.md	https://platform.claude.com/docs/en/api/beta/dreams/cancel.md	fd4f2c8f8eb3279e9492e4276b2aacb2b963b6fe3633f5486f43037da5350bee
api-reference	Certificates (Beta)	api-reference/tunnels/certificates.md	https://platform.claude.com/docs/en/api/beta/tunnels/certificates.md	fff0ee2629bfb0c90079eb15d99006a634fda277e13fb22ad21e83c9685b132c
api-reference	Create Agent (Beta)	api-reference/agents/create.md	https://platform.claude.com/docs/en/api/beta/agents/create.md	e8e4675a8ec4543897e60cc1806316100557a5c6a010c3212cb0258c3cc10d43
api-reference	Create Credential (Beta)	api-reference/vaults/credentials/create.md	https://platform.claude.com/docs/en/api/beta/vaults/credentials/create.md	dbf7812924c8a7d1d082bc6fd3b85b97c22272cf5168ea340d5e0aa85020dd9e
api-reference	Create Deployment (Beta)	api-reference/deployments/create.md	https://platform.claude.com/docs/en/api/beta/deployments/create.md	871fe15bf399acb62003d9b951386912f4213b7962a5b9844dc8527e2a32a084
api-reference	Create Enrollment URL (Beta)	api-reference/user_profiles/create_enrollment_url.md	https://platform.claude.com/docs/en/api/beta/user_profiles/create_enrollment_url.md	10aaab34114a1088f0eeb04496f527044e37a8845a9234b9d229a7462df8918e
api-reference	Create Environment (Beta)	api-reference/environments/create.md	https://platform.claude.com/docs/en/api/beta/environments/create.md	882b1dd711110c9cddfc5987bac8f447da4fa05accacb975a4f6ef909a7fd6a0
api-reference	Create Session (Beta)	api-reference/sessions/create.md	https://platform.claude.com/docs/en/api/beta/sessions/create.md	92de9db71f9ba6663aabf2d8eae5b32cb0189097ada248ebc4e62860d31f6027
api-reference	Create Skill (Beta)	api-reference/skills/create.md	https://platform.claude.com/docs/en/api/beta/skills/create.md	d3c75803568b949c7510a6a901949918a7051f9dfff84e665439cecdb171c9c4
api-reference	Create Skill Version (Beta)	api-reference/skills/versions/create.md	https://platform.claude.com/docs/en/api/beta/skills/versions/create.md	72383c4390dc138f8f55341845aaa9139c3b5224d119797a7d4f9ed551fa5368
api-reference	Create Tunnel (Beta)	api-reference/tunnels/create.md	https://platform.claude.com/docs/en/api/beta/tunnels/create.md	707745852c9d7b3c79189f8a152528a26d9b48861d6d247540195a291baabdf8
api-reference	Create Tunnel Certificate (Beta)	api-reference/tunnels/certificates/create.md	https://platform.claude.com/docs/en/api/beta/tunnels/certificates/create.md	552e09f6b8ecc819ceeea7a705afa1cc6d4e1cc5e0b24e195114af90a27ce27a
api-reference	Create User Profile (Beta)	api-reference/user_profiles/create.md	https://platform.claude.com/docs/en/api/beta/user_profiles/create.md	4ce6b638ee89de880824afd0a9aac02026a96e9baf8ed1d524123af4c2bb0e79
api-reference	Create Vault (Beta)	api-reference/vaults/create.md	https://platform.claude.com/docs/en/api/beta/vaults/create.md	821dcfa8758ec175089f1928490af7e39eae56e5ef984dec311d479755c3172e
api-reference	Create a Dream (Beta)	api-reference/dreams/create.md	https://platform.claude.com/docs/en/api/beta/dreams/create.md	4c5fe7941b3aa37775d0b4558d9f146a249a29b3fc379a11ff549274982bacfd
api-reference	Create a memory (Beta)	api-reference/memory_stores/memories/create.md	https://platform.claude.com/docs/en/api/beta/memory_stores/memories/create.md	1051f763272f16819681a0b8bd58403c5a2aacedbef94f624311f52ebee7acc9
api-reference	Create a memory store (Beta)	api-reference/memory_stores/create.md	https://platform.claude.com/docs/en/api/beta/memory_stores/create.md	017074f5bb55d8d531cdb326a4e37b313460fa4d0e05fc83e334f348b2de5cff
api-reference	Credentials (Beta)	api-reference/vaults/credentials.md	https://platform.claude.com/docs/en/api/beta/vaults/credentials.md	0a8dad1f588795e964c42c37dee0ce307d463ca0d7aa1b3d7b42af4a223124a0
api-reference	Delete Credential (Beta)	api-reference/vaults/credentials/delete.md	https://platform.claude.com/docs/en/api/beta/vaults/credentials/delete.md	234995b18d90796bba284fe08c29e66308dfc4bcd9f3c1c36e49bd65f46fde76
api-reference	Delete Environment (Beta)	api-reference/environments/delete.md	https://platform.claude.com/docs/en/api/beta/environments/delete.md	0171bf88a2a2b425dc4298d23b4c3f7d9c1f6fc44f536cc28a3c1aeb673d6790
api-reference	Delete File (Beta)	api-reference/files/delete.md	https://platform.claude.com/docs/en/api/beta/files/delete.md	742438ed7ce6fcc03831e81b7380af7131f0e2f7c2dd39b8918ecdf5ea0e1ae4
api-reference	Delete Session (Beta)	api-reference/sessions/delete.md	https://platform.claude.com/docs/en/api/beta/sessions/delete.md	55a8bbe86f66bb601efcdc4eb7fd6fbfa882ded0572c6ad05f3fdbab70aa38df
api-reference	Delete Session Resource (Beta)	api-reference/sessions/resources/delete.md	https://platform.claude.com/docs/en/api/beta/sessions/resources/delete.md	d8940fb8717c5c5e1f74f7dd0a77f6a20537cb6b5cd034cfe3c0d4cb027b9f14
api-reference	Delete Skill (Beta)	api-reference/skills/delete.md	https://platform.claude.com/docs/en/api/beta/skills/delete.md	84354a88b174940be0e538b4c3ec44fd283f9b295d5afa03e7ce8a208ba4b9b5
api-reference	Delete Skill Version (Beta)	api-reference/skills/versions/delete.md	https://platform.claude.com/docs/en/api/beta/skills/versions/delete.md	bd5b3c008efa41ee11ae08f5e59873e8f38f105e6d9f3852baa0aa78ad3a7692
api-reference	Delete Vault (Beta)	api-reference/vaults/delete.md	https://platform.claude.com/docs/en/api/beta/vaults/delete.md	d1251d7fb257c1de171ce1fafcae8613ac5448bf57c955f0d49502f27db1de63
api-reference	Delete a memory (Beta)	api-reference/memory_stores/memories/delete.md	https://platform.claude.com/docs/en/api/beta/memory_stores/memories/delete.md	7bd8f6d5676fc7a1d47477155be1874ea0c814738c766dcf0967883c609ea810
api-reference	Delete a memory store (Beta)	api-reference/memory_stores/delete.md	https://platform.claude.com/docs/en/api/beta/memory_stores/delete.md	2729f287a40aafe44598b2927e0075a2e3d347c6b209c165b7abbde4d5d9150d
api-reference	Deployment Runs (Beta)	api-reference/deployment_runs.md	https://platform.claude.com/docs/en/api/beta/deployment_runs.md	389e1e692f7d719372ecbe321758b1580a7f0644632d8b95ae982d3d96fd9f2e
api-reference	Deployments (Beta)	api-reference/deployments.md	https://platform.claude.com/docs/en/api/beta/deployments.md	f9ef3805c1948167e1730ef24fd5ecc6d8c01bb748021cda5fbe0f756bd6ec82
api-reference	Download File (Beta)	api-reference/files/download.md	https://platform.claude.com/docs/en/api/beta/files/download.md	707d0ba8e9108b04cc438a2efac3bc90de809fdf14f7f306c6dea0230352314a
api-reference	Download Skill Version Content (Beta)	api-reference/skills/versions/download.md	https://platform.claude.com/docs/en/api/beta/skills/versions/download.md	1e7753c556f1518b8c65b9218ca443c7e67ef68977bd60fac5087475d727e649
api-reference	Dreams (Beta)	api-reference/dreams.md	https://platform.claude.com/docs/en/api/beta/dreams.md	34799a6a71e551554d68827d2a48c7fd963877007367f3a176795f753588b224
api-reference	Environments (Beta)	api-reference/environments.md	https://platform.claude.com/docs/en/api/beta/environments.md	68d7412dc93fd981c302a794305829489ebb13caa96b526a2ee8a9785395b4ac
api-reference	Events (Beta)	api-reference/sessions/events.md	https://platform.claude.com/docs/en/api/beta/sessions/events.md	b5eb9828a719db5dc2922eb4fbc411a874068d24f8a94333af7a7b06734de13c
api-reference	Events (Beta)	api-reference/sessions/threads/events.md	https://platform.claude.com/docs/en/api/beta/sessions/threads/events.md	f314cafd1889cca9a4cb0a3df9e4d776234f669c1e8ef290aa58c4890764920b
api-reference	Files (Beta)	api-reference/files.md	https://platform.claude.com/docs/en/api/beta/files.md	8c65f151f272dd9a68f370e588266cbfb08fc038d3f94ba3fe4b1408a19ac11f
api-reference	Get Agent (Beta)	api-reference/agents/retrieve.md	https://platform.claude.com/docs/en/api/beta/agents/retrieve.md	73b1d6a97aa389976883538f402a04024a4707d2277829ee61cc19d8d58b3bf9
api-reference	Get Credential (Beta)	api-reference/vaults/credentials/retrieve.md	https://platform.claude.com/docs/en/api/beta/vaults/credentials/retrieve.md	c6b1dce33e90a2ae5eac04e21547ca36783076b2d7833fe110d8a543034daad0
api-reference	Get Deployment (Beta)	api-reference/deployments/retrieve.md	https://platform.claude.com/docs/en/api/beta/deployments/retrieve.md	8f73120acb3ebadd6337133ddc4f43f5059343c4554e8fb374246eb1e88ee05c
api-reference	Get Deployment Run (Beta)	api-reference/deployment_runs/retrieve.md	https://platform.claude.com/docs/en/api/beta/deployment_runs/retrieve.md	4e2048ea92263c85ccb6b83ce3c730cfbc4e1b410b56e9c97d9b2c16f0d196f5
api-reference	Get Environment (Beta)	api-reference/environments/retrieve.md	https://platform.claude.com/docs/en/api/beta/environments/retrieve.md	baf66f45d834e44530b23245a46cacd0b70f6690d2dfc6f150912de405c513ee
api-reference	Get File Metadata (Beta)	api-reference/files/retrieve_metadata.md	https://platform.claude.com/docs/en/api/beta/files/retrieve_metadata.md	1adcae9d1215f7541056a2a30a87065ebbf810fb24e986892c01b970b2286e1f
api-reference	Get Queue Statistics (Beta)	api-reference/environments/work/stats.md	https://platform.claude.com/docs/en/api/beta/environments/work/stats.md	e989c3c93c682d78fe6f66d3a42bfdb0708b722178b1959b84620118e8051af6
api-reference	Get Session (Beta)	api-reference/sessions/retrieve.md	https://platform.claude.com/docs/en/api/beta/sessions/retrieve.md	f37bba204e3673295a94a5bc4a51ea9a35fcb3f39dace024a9cea2692f250bed
api-reference	Get Session Resource (Beta)	api-reference/sessions/resources/retrieve.md	https://platform.claude.com/docs/en/api/beta/sessions/resources/retrieve.md	497000edd2f8ed53c0532b007d5c340e73ecf9cdc0b5a6d70ab995930028b182
api-reference	Get Session Thread (Beta)	api-reference/sessions/threads/retrieve.md	https://platform.claude.com/docs/en/api/beta/sessions/threads/retrieve.md	2c6397357c2d9a705d998d1a7ddbf61a472e5e414a11bdd3ce688fefb41a3453
api-reference	Get Skill (Beta)	api-reference/skills/retrieve.md	https://platform.claude.com/docs/en/api/beta/skills/retrieve.md	62d03e51810732e07447923560d4c36a1dc6bf32ba001d367f8ea94ec5ef579c
api-reference	Get Skill Version (Beta)	api-reference/skills/versions/retrieve.md	https://platform.claude.com/docs/en/api/beta/skills/versions/retrieve.md	c495f9e24b1cc70a2313137cb85d5aef443487b10911f34a5978d91f9551b98a
api-reference	Get Tunnel (Beta)	api-reference/tunnels/retrieve.md	https://platform.claude.com/docs/en/api/beta/tunnels/retrieve.md	25529c9bb39bef3845fbb64b84056e5b4491ea66a8dabf8230184469733ab893
api-reference	Get Tunnel Certificate (Beta)	api-reference/tunnels/certificates/retrieve.md	https://platform.claude.com/docs/en/api/beta/tunnels/certificates/retrieve.md	561950322ba70c270fa2e4554f95836f36c1bd34345cc36a10244c8ec507600e
api-reference	Get User Profile (Beta)	api-reference/user_profiles/retrieve.md	https://platform.claude.com/docs/en/api/beta/user_profiles/retrieve.md	70ed4c8459b2fb4f2e5e01679677d1077b0f7777e86ddf2f2d643c89d72eeeaa
api-reference	Get Vault (Beta)	api-reference/vaults/retrieve.md	https://platform.claude.com/docs/en/api/beta/vaults/retrieve.md	34f0cc373272cde2040141e3df6b8c704337fd0f94bf556eece790c6a7173190
api-reference	Get Work Item (Beta)	api-reference/environments/work/retrieve.md	https://platform.claude.com/docs/en/api/beta/environments/work/retrieve.md	46ce9d06e20c0a31284f1d6f81a37a128204bba499950a6ca5d8f3cc88e37866
api-reference	Get a Dream (Beta)	api-reference/dreams/retrieve.md	https://platform.claude.com/docs/en/api/beta/dreams/retrieve.md	55884cf70d57a3a02d7dbe122fd92d5a2c4284e392c61c2d5c3f541d442960ab
api-reference	List Agent Versions (Beta)	api-reference/agents/versions/list.md	https://platform.claude.com/docs/en/api/beta/agents/versions/list.md	78548e8a6e3429bac2143c59de99d7178ffe50e49d85370fb976b003fde8d3b0
api-reference	List Agents (Beta)	api-reference/agents/list.md	https://platform.claude.com/docs/en/api/beta/agents/list.md	9964d8ce038e4b950052a0588f6794f800ab12fa54c50c8630d34f976ff6376a
api-reference	List Credentials (Beta)	api-reference/vaults/credentials/list.md	https://platform.claude.com/docs/en/api/beta/vaults/credentials/list.md	001dba91612f3348980100d6a13da7b7bfe52d6c75c7caef2c2896fe0742d4e2
api-reference	List Deployment Runs (Beta)	api-reference/deployment_runs/list.md	https://platform.claude.com/docs/en/api/beta/deployment_runs/list.md	c1aa58c0066d4f1b638e8fc5b105772e033f34e2380b5e21a7031b08341839b7
api-reference	List Deployments (Beta)	api-reference/deployments/list.md	https://platform.claude.com/docs/en/api/beta/deployments/list.md	0ad6f0bb17880a5e345b94ebb89f8630c04b269d08ea79a7671e46463b049a7e
api-reference	List Dreams (Beta)	api-reference/dreams/list.md	https://platform.claude.com/docs/en/api/beta/dreams/list.md	095bf12414f7bd1483d30478a4fe2d3c3377d38b52cd9e4e08814b3b6550a412
api-reference	List Environments (Beta)	api-reference/environments/list.md	https://platform.claude.com/docs/en/api/beta/environments/list.md	aa8fd98c894aa6eeaacaa909e83ea4204c13d9fdf06a7a788470918410776690
api-reference	List Events (Beta)	api-reference/sessions/events/list.md	https://platform.claude.com/docs/en/api/beta/sessions/events/list.md	5e99c1fb27222cba06f384767d5adc0d2d7b1e401b57066c2addf268fa371148
api-reference	List Files (Beta)	api-reference/files/list.md	https://platform.claude.com/docs/en/api/beta/files/list.md	b1aa24e1ded282d93c1c3da66737e2d795bf17504d907d844cf4f396a9a5dd3e
api-reference	List Session Resources (Beta)	api-reference/sessions/resources/list.md	https://platform.claude.com/docs/en/api/beta/sessions/resources/list.md	bb4b9d19dc719ca3fcc9c712497e2f089f2be1db91b2327e15d0b7dba657b345
api-reference	List Session Thread Events (Beta)	api-reference/sessions/threads/events/list.md	https://platform.claude.com/docs/en/api/beta/sessions/threads/events/list.md	54b6602751a7bc7bc8e6a7802cba6713619b6cc55ae7eb5f12ee6056a569c5ff
api-reference	List Session Threads (Beta)	api-reference/sessions/threads/list.md	https://platform.claude.com/docs/en/api/beta/sessions/threads/list.md	d113c1059a8d7ac87219ec7ca1e696d8baae1060cdcff429fccf6cd97bfa5a0f
api-reference	List Sessions (Beta)	api-reference/sessions/list.md	https://platform.claude.com/docs/en/api/beta/sessions/list.md	66eb965ad2db9df9fa3934ea222106b0b149f657fea373cad20feb42964da724
api-reference	List Skill Versions (Beta)	api-reference/skills/versions/list.md	https://platform.claude.com/docs/en/api/beta/skills/versions/list.md	b12456d3026d0a03aaf6c9ad89b7cbb9e8fc460e3a6402e3d20c72e6f27ac0f0
api-reference	List Skills (Beta)	api-reference/skills/list.md	https://platform.claude.com/docs/en/api/beta/skills/list.md	22da5bb26a02a2bb580149ca8d8770340a9eef4621bc0b8c5790c8204fb7395f
api-reference	List Tunnel Certificates (Beta)	api-reference/tunnels/certificates/list.md	https://platform.claude.com/docs/en/api/beta/tunnels/certificates/list.md	ba373f6ff20907d833c9ef7eb8612bc6b5e096cbe16dd5b14a95daa7162fd8d2
api-reference	List Tunnels (Beta)	api-reference/tunnels/list.md	https://platform.claude.com/docs/en/api/beta/tunnels/list.md	18872b16a13a45f17556b1135207357687862cb883f9f9f43b4373350314b3fb
api-reference	List User Profiles (Beta)	api-reference/user_profiles/list.md	https://platform.claude.com/docs/en/api/beta/user_profiles/list.md	986c746b663ca4fd9d05898bce42e892fa4fe26111ddf13558ced8e2849ff766
api-reference	List Vaults (Beta)	api-reference/vaults/list.md	https://platform.claude.com/docs/en/api/beta/vaults/list.md	2aa5aac07a35512413d73c51f96dda5ded78911f32993837708ad3e80368c198
api-reference	List Work Items (Beta)	api-reference/environments/work/list.md	https://platform.claude.com/docs/en/api/beta/environments/work/list.md	1a5a54049fcfcbd81c37e5096a4f752a68102c70dc93088a19c849768fa51e9d
api-reference	List memories (Beta)	api-reference/memory_stores/memories/list.md	https://platform.claude.com/docs/en/api/beta/memory_stores/memories/list.md	85e25c932f2b5d82f56ad625ceb3b19d7282de9016e35da065c7e42fb62276c0
api-reference	List memory stores (Beta)	api-reference/memory_stores/list.md	https://platform.claude.com/docs/en/api/beta/memory_stores/list.md	74d14f41294b99b72763b2b4c1e9a4655e46224a4ff50e7bf1c33e375296ca03
api-reference	List memory versions (Beta)	api-reference/memory_stores/memory_versions/list.md	https://platform.claude.com/docs/en/api/beta/memory_stores/memory_versions/list.md	bac48671792487769a9ce47e342601bd773a8db04fb5f43a321dbf8de6140e9b
api-reference	Memories (Beta)	api-reference/memory_stores/memories.md	https://platform.claude.com/docs/en/api/beta/memory_stores/memories.md	2b96a2a9dda46b8a5812013ae923d0c339654ff136605a16715518a96f8ed071
api-reference	Memory Stores (Beta)	api-reference/memory_stores.md	https://platform.claude.com/docs/en/api/beta/memory_stores.md	2d21e449bb142345f7d7858265086128fff6a5ceabf4fbb4c6e621014401727e
api-reference	Memory Versions (Beta)	api-reference/memory_stores/memory_versions.md	https://platform.claude.com/docs/en/api/beta/memory_stores/memory_versions.md	eb18cb42d3d93c6bd54f1a3c65648767986148af72a7c0f959fa1112f88291ab
api-reference	Pause Deployment (Beta)	api-reference/deployments/pause.md	https://platform.claude.com/docs/en/api/beta/deployments/pause.md	b4cd8f106181113b9fec2ee1d6816ebffd0b9e3031da6728e1081df013eea1ca
api-reference	Poll for Work (Beta)	api-reference/environments/work/poll.md	https://platform.claude.com/docs/en/api/beta/environments/work/poll.md	46aecbb43e64e339e0980657e495bb624386cd1cbd8bc8d75fb5c85c638cefb6
api-reference	Record Heartbeat (Beta)	api-reference/environments/work/heartbeat.md	https://platform.claude.com/docs/en/api/beta/environments/work/heartbeat.md	6fb0a0955db97b9757556098dccbedfd1c36eb2c8f0508a996a270e75fb3c655
api-reference	Redact a memory version (Beta)	api-reference/memory_stores/memory_versions/redact.md	https://platform.claude.com/docs/en/api/beta/memory_stores/memory_versions/redact.md	aa475bee8b3fe0f50e05241985e3fd868ae2110d025102ba9f6fd1096085221f
api-reference	Resources (Beta)	api-reference/sessions/resources.md	https://platform.claude.com/docs/en/api/beta/sessions/resources.md	c1b2f341b9b06203f330643d4be9496c3bb3d33e72cd991a0711034ea9b33469
api-reference	Retrieve a memory (Beta)	api-reference/memory_stores/memories/retrieve.md	https://platform.claude.com/docs/en/api/beta/memory_stores/memories/retrieve.md	9a21351526a9d1515e13be3f342804dcb32486fa556b301613abf38f6368b6c7
api-reference	Retrieve a memory store (Beta)	api-reference/memory_stores/retrieve.md	https://platform.claude.com/docs/en/api/beta/memory_stores/retrieve.md	2bbd47c36459952efae2df7e927006e014f2c891eb043ea7e30b2e61ff7fda9b
api-reference	Retrieve a memory version (Beta)	api-reference/memory_stores/memory_versions/retrieve.md	https://platform.claude.com/docs/en/api/beta/memory_stores/memory_versions/retrieve.md	1d321ee7928ac3cecdcbd3d70954f432f6e84682baf1d7f8681854d8bfde7159
api-reference	Reveal Tunnel Token (Beta)	api-reference/tunnels/reveal_token.md	https://platform.claude.com/docs/en/api/beta/tunnels/reveal_token.md	3681978c9f810a2abfcf6c1697eef66fb8591dd2113e7a915d56033c14deef81
api-reference	Rotate Tunnel Token (Beta)	api-reference/tunnels/rotate_token.md	https://platform.claude.com/docs/en/api/beta/tunnels/rotate_token.md	f5d653a610c3476b65391408d5341a3535ce8c94cb4814d1304ac52d20161192
api-reference	Run Deployment Now (Beta)	api-reference/deployments/run.md	https://platform.claude.com/docs/en/api/beta/deployments/run.md	b0046ca142565937f9e010b78a7af36ad03eecc1bf6f9e43f891b9b52e9cd1f7
api-reference	Send Events (Beta)	api-reference/sessions/events/send.md	https://platform.claude.com/docs/en/api/beta/sessions/events/send.md	b64700e62822e262ad309f50c245c11c91ff0b2f7257be7f2d00c255ad6af340
api-reference	Sessions (Beta)	api-reference/sessions.md	https://platform.claude.com/docs/en/api/beta/sessions.md	d1d49a4b35dfab8a56a5f70747cf4f0c3ea4ecfd09bc462a6603ed08b582a45d
api-reference	Skills (Beta)	api-reference/skills.md	https://platform.claude.com/docs/en/api/beta/skills.md	b42b238ef8634daa67a143ede98eac6883b69dd9803371f9e63cf68c1795e58d
